animal_type,complaint_type,date_received,suburb
dog,Enclosure,March 2017,Yabulu
dog,Enclosure,March 2017,Yabulu
dog,Aggressive Animal,March 2017,Alligator Creek
dog,Enclosure,March 2017,Alligator Creek
dog,Enclosure,March 2017,Alligator Creek
cat,Private Impound,March 2017,Cluden
dog,Private Impound,March 2017,Cluden
cat,Wandering,March 2017,Cluden
dog,Noise,March 2017,Idalia
dog,Noise,March 2017,Idalia
dog,Noise,March 2017,Idalia
dog,Noise,March 2017,Idalia
dog,Noise,March 2017,Idalia
cat,Private Impound,March 2017,Idalia
dog,Private Impound,March 2017,Idalia
dog,Private Impound,March 2017,Idalia
dog,Private Impound,March 2017,Nome
dog,Attack,March 2017,Oonoonba
dog,Aggressive Animal,March 2017,Railway Estate
dog,Noise,March 2017,Railway Estate
dog,Noise,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Aggressive Animal,March 2017,Wulguru
dog,Attack,March 2017,Wulguru
dog,Attack,March 2017,Wulguru
dog,Enclosure,March 2017,Wulguru
dog,Enclosure,March 2017,Wulguru
dog,Noise,March 2017,Wulguru
dog,Noise,March 2017,Wulguru
cat,Private Impound,March 2017,Wulguru
cat,Private Impound,March 2017,Wulguru
cat,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Private Impound,March 2017,Wulguru
dog,Aggressive Animal,March 2017,Burdell
dog,Attack,March 2017,Burdell
dog,Attack,March 2017,Burdell
dog,Enclosure,March 2017,Burdell
dog,Enclosure,March 2017,Burdell
dog,Enclosure,March 2017,Burdell
dog,Noise,March 2017,Burdell
dog,Noise,March 2017,Burdell
dog,Noise,March 2017,Burdell
dog,Noise,March 2017,Burdell
dog,Private Impound,March 2017,Burdell
dog,Private Impound,March 2017,Burdell
dog,Wandering,March 2017,Burdell
dog,Attack,March 2017,Bushland Beach
dog,Enclosure,March 2017,Bushland Beach
dog,Enclosure,March 2017,Bushland Beach
dog,Noise,March 2017,Bushland Beach
dog,Noise,March 2017,Bushland Beach
dog,Private Impound,March 2017,Bushland Beach
dog,Private Impound,March 2017,Bushland Beach
dog,Private Impound,March 2017,Bushland Beach
dog,Aggressive Animal,March 2017,Deeragun
dog,Aggressive Animal,March 2017,Deeragun
dog,Attack,March 2017,Deeragun
cat,Enclosure,March 2017,Deeragun
dog,Enclosure,March 2017,Deeragun
dog,Enclosure,March 2017,Deeragun
dog,Enclosure,March 2017,Deeragun
dog,Noise,March 2017,Deeragun
dog,Noise,March 2017,Deeragun
dog,Noise,March 2017,Deeragun
dog,Noise,March 2017,Deeragun
dog,Noise,March 2017,Deeragun
cat,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
dog,Private Impound,March 2017,Deeragun
cat,Wandering,March 2017,Deeragun
dog,Aggressive Animal,March 2017,Mount Low
dog,Enclosure,March 2017,Mount Low
dog,Noise,March 2017,Mount Low
dog,Noise,March 2017,Mount Low
dog,Noise,March 2017,Mount Low
cat,Private Impound,March 2017,Mount Low
dog,Private Impound,March 2017,Mount Low
dog,Private Impound,March 2017,Mount Low
dog,Private Impound,March 2017,Arcadia
dog,Aggressive Animal,March 2017,Belgian Gardens
dog,Private Impound,March 2017,Belgian Gardens
dog,Wandering,March 2017,Bohle
dog,Attack,March 2017,Garbutt
dog,Enclosure,March 2017,Garbutt
dog,Noise,March 2017,Garbutt
dog,Noise,March 2017,Garbutt
dog,Noise,March 2017,Garbutt
dog,Noise,March 2017,Garbutt
dog,Noise,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Aggressive Animal,March 2017,Nelly Bay
dog,Aggressive Animal,March 2017,Nelly Bay
dog,Aggressive Animal,March 2017,Nelly Bay
dog,Attack,March 2017,Nelly Bay
dog,Enclosure,March 2017,Nelly Bay
dog,Enclosure,March 2017,Nelly Bay
dog,Noise,March 2017,Nelly Bay
dog,Noise,March 2017,North Ward
dog,Noise,March 2017,North Ward
dog,Private Impound,March 2017,North Ward
dog,Private Impound,March 2017,North Ward
dog,Private Impound,March 2017,North Ward
dog,Private Impound,March 2017,North Ward
dog,Aggressive Animal,March 2017,Pallarenda
dog,Attack,March 2017,Pallarenda
dog,Attack,March 2017,Pallarenda
dog,Aggressive Animal,March 2017,South Townsville
dog,Aggressive Animal,March 2017,South Townsville
dog,Aggressive Animal,March 2017,South Townsville
dog,Attack,March 2017,South Townsville
dog,Attack,March 2017,South Townsville
dog,Attack,March 2017,South Townsville
dog,Enclosure,March 2017,South Townsville
dog,Enclosure,March 2017,South Townsville
dog,Private Impound,March 2017,South Townsville
dog,Private Impound,March 2017,South Townsville
cat,Private Impound,March 2017,Townsville City
dog,Private Impound,March 2017,Townsville City
dog,Aggressive Animal,March 2017,Condon
dog,Aggressive Animal,March 2017,Condon
dog,Aggressive Animal,March 2017,Condon
dog,Aggressive Animal,March 2017,Condon
dog,Aggressive Animal,March 2017,Condon
dog,Attack,March 2017,Condon
dog,Attack,March 2017,Condon
dog,Attack,March 2017,Condon
dog,Enclosure,March 2017,Condon
dog,Enclosure,March 2017,Condon
dog,Enclosure,March 2017,Condon
dog,Enclosure,March 2017,Condon
dog,Enclosure,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Noise,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Wandering,March 2017,Condon
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Aggressive Animal,March 2017,Kelso
dog,Attack,March 2017,Kelso
dog,Attack,March 2017,Kelso
dog,Attack,March 2017,Kelso
dog,Attack,March 2017,Kelso
dog,Attack,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Enclosure,March 2017,Kelso
dog,Noise,March 2017,Kelso
dog,Noise,March 2017,Kelso
dog,Noise,March 2017,Kelso
cat,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Private Impound,March 2017,Kelso
dog,Wandering,March 2017,Kelso
dog,Aggressive Animal,March 2017,Rasmussen
dog,Aggressive Animal,March 2017,Rasmussen
dog,Aggressive Animal,March 2017,Rasmussen
dog,Aggressive Animal,March 2017,Rasmussen
dog,Attack,March 2017,Rasmussen
dog,Attack,March 2017,Rasmussen
dog,Attack,March 2017,Rasmussen
dog,Attack,March 2017,Rasmussen
dog,Enclosure,March 2017,Rasmussen
dog,Enclosure,March 2017,Rasmussen
dog,Enclosure,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
dog,Noise,March 2017,Rasmussen
cat,Private Impound,March 2017,Rasmussen
dog,Private Impound,March 2017,Rasmussen
dog,Private Impound,March 2017,Rasmussen
dog,Private Impound,March 2017,Rasmussen
dog,Attack,March 2017,Cranbrook
dog,Enclosure,March 2017,Cranbrook
dog,Enclosure,March 2017,Cranbrook
dog,Aggressive Animal,March 2017,Kirwan
dog,Aggressive Animal,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Mount Louisa
cat,Enclosure,March 2017,Thuringowa Central
dog,Noise,March 2017,Thuringowa Central
dog,Noise,March 2017,Thuringowa Central
dog,Noise,March 2017,Thuringowa Central
dog,Noise,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Private Impound,March 2017,Thuringowa Central
dog,Wandering,March 2017,Thuringowa Central
dog,Noise,March 2017,Annandale
dog,Noise,March 2017,Annandale
dog,Private Impound,March 2017,Annandale
dog,Private Impound,March 2017,Annandale
cat,Enclosure,March 2017,Condon
dog,Private Impound,March 2017,Condon
dog,Noise,March 2017,Douglas
dog,Noise,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
cat,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Private Impound,March 2017,Douglas
dog,Aggressive Animal,March 2017,Cranbrook
dog,Enclosure,March 2017,Cranbrook
dog,Enclosure,March 2017,Cranbrook
dog,Enclosure,March 2017,Cranbrook
dog,Noise,March 2017,Cranbrook
dog,Noise,March 2017,Cranbrook
dog,Noise,March 2017,Cranbrook
cat,Private Impound,March 2017,Cranbrook
dog,Private Impound,March 2017,Cranbrook
dog,Private Impound,March 2017,Cranbrook
dog,Aggressive Animal,March 2017,Heatley
dog,Aggressive Animal,March 2017,Heatley
dog,Enclosure,March 2017,Heatley
dog,Enclosure,March 2017,Heatley
dog,Enclosure,March 2017,Heatley
dog,Noise,March 2017,Heatley
cat,Private Impound,March 2017,Heatley
dog,Private Impound,March 2017,Heatley
dog,Aggressive Animal,March 2017,Kirwan
dog,Aggressive Animal,March 2017,Kirwan
dog,Aggressive Animal,March 2017,Kirwan
dog,Aggressive Animal,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Attack,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Enclosure,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
dog,Noise,March 2017,Kirwan
cat,Private Impound,March 2017,Kirwan
cat,Private Impound,March 2017,Kirwan
cat,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Private Impound,March 2017,Kirwan
dog,Attack,March 2017,Mount Louisa
dog,Noise,March 2017,Mount Louisa
dog,Private Impound,March 2017,Mount Louisa
dog,Private Impound,March 2017,Mount Louisa
dog,Aggressive Animal,March 2017,Aitkenvale
dog,Attack,March 2017,Aitkenvale
dog,Attack,March 2017,Aitkenvale
dog,Enclosure,March 2017,Aitkenvale
dog,Noise,March 2017,Aitkenvale
cat,Private Impound,March 2017,Aitkenvale
cat,Private Impound,March 2017,Aitkenvale
cat,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Private Impound,March 2017,Aitkenvale
dog,Aggressive Animal,March 2017,Currajong
dog,Enclosure,March 2017,Currajong
cat,Private Impound,March 2017,Currajong
dog,Private Impound,March 2017,Currajong
dog,Private Impound,March 2017,Currajong
dog,Private Impound,March 2017,Currajong
dog,Private Impound,March 2017,Currajong
dog,Attack,March 2017,Garbutt
cat,Private Impound,March 2017,Garbutt
cat,Private Impound,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Private Impound,March 2017,Garbutt
dog,Aggressive Animal,March 2017,Gulliver
dog,Aggressive Animal,March 2017,Gulliver
dog,Aggressive Animal,March 2017,Gulliver
dog,Attack,March 2017,Gulliver
dog,Noise,March 2017,Gulliver
dog,Noise,March 2017,Gulliver
dog,Noise,March 2017,Gulliver
dog,Private Impound,March 2017,Gulliver
dog,Private Impound,March 2017,Gulliver
dog,Attack,March 2017,Mount Louisa
dog,Aggressive Animal,March 2017,Mundingburra
dog,Attack,March 2017,Mundingburra
dog,Enclosure,March 2017,Mundingburra
dog,Enclosure,March 2017,Mundingburra
dog,Enclosure,March 2017,Mundingburra
dog,Noise,March 2017,Mundingburra
dog,Noise,March 2017,Mundingburra
dog,Noise,March 2017,Mundingburra
dog,Private Impound,March 2017,Mundingburra
dog,Private Impound,March 2017,Mundingburra
dog,Attack,March 2017,Vincent
dog,Attack,March 2017,Vincent
dog,Enclosure,March 2017,Vincent
dog,Noise,March 2017,Vincent
cat,Private Impound,March 2017,Vincent
cat,Private Impound,March 2017,Vincent
cat,Private Impound,March 2017,Vincent
dog,Private Impound,March 2017,Vincent
dog,Aggressive Animal,March 2017,Currajong
dog,Aggressive Animal,March 2017,Currajong
dog,Enclosure,March 2017,Currajong
dog,Enclosure,March 2017,Currajong
dog,Private Impound,March 2017,Currajong
dog,Aggressive Animal,March 2017,Hermit Park
dog,Attack,March 2017,Hermit Park
dog,Noise,March 2017,Hermit Park
cat,Private Impound,March 2017,Hermit Park
dog,Private Impound,March 2017,Hermit Park
dog,Noise,March 2017,Hyde Park
dog,Private Impound,March 2017,Hyde Park
dog,Private Impound,March 2017,Hyde Park
dog,Private Impound,March 2017,Hyde Park
dog,Private Impound,March 2017,Hyde Park
dog,Private Impound,March 2017,Hyde Park
dog,Private Impound,March 2017,Mundingburra
dog,Noise,March 2017,Mysterton
cat,Private Impound,March 2017,Mysterton
dog,Private Impound,March 2017,Mysterton
dog,Private Impound,March 2017,Mysterton
dog,Aggressive Animal,March 2017,Pimlico
dog,Noise,March 2017,Railway Estate
cat,Private Impound,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Private Impound,March 2017,Railway Estate
dog,Noise,March 2017,Rosslea
dog,Noise,March 2017,Rosslea
dog,Private Impound,March 2017,Rosslea
dog,Private Impound,March 2017,Rosslea
dog,Aggressive Animal,March 2017,West End
dog,Aggressive Animal,March 2017,West End
dog,Aggressive Animal,March 2017,West End
dog,Noise,March 2017,West End
dog,Noise,March 2017,West End
dog,Private Impound,March 2017,West End
dog,Attack,March 2017,Jensen
dog,Wandering,March 2017,Thuringowa Central
dog,Aggressive Animal,March 2017,Unallocated
dog,Aggressive Animal,March 2017,Unallocated
dog,Aggressive Animal,March 2017,Unallocated
dog,Aggressive Animal,March 2017,Unallocated
dog,Attack,March 2017,Unallocated
dog,Attack,March 2017,Unallocated
dog,Attack,March 2017,Unallocated
cat,Private Impound,March 2017,Unallocated
cat,Private Impound,March 2017,Unallocated
cat,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
dog,Private Impound,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
cat,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Wandering,March 2017,Unallocated
dog,Aggressive Animal,February 2017,Alice River
dog,Aggressive Animal,February 2017,Alice River
dog,Attack,February 2017,Alice River
dog,Attack,February 2017,Alice River
dog,Attack,February 2017,Alice River
dog,Enclosure,February 2017,Alice River
dog,Enclosure,February 2017,Alice River
dog,Enclosure,February 2017,Alice River
dog,Enclosure,February 2017,Alice River
dog,Attack,February 2017,Balgal Beach
dog,Enclosure,February 2017,Balgal Beach
dog,Attack,February 2017,Black River
dog,Enclosure,February 2017,Black River
dog,Private Impound,February 2017,Black River
dog,Noise,February 2017,Bluewater
dog,Aggressive Animal,February 2017,Bohle Plains
dog,Noise,February 2017,Bohle Plains
dog,Noise,February 2017,Bohle Plains
dog,Private Impound,February 2017,Cosgrove
dog,Aggressive Animal,February 2017,Jensen
dog,Noise,February 2017,Jensen
dog,Enclosure,February 2017,Mount Louisa
cat,Private Impound,February 2017,Mount Louisa
dog,Private Impound,February 2017,Mount Louisa
dog,Private Impound,February 2017,Mount Louisa
dog,Aggressive Animal,February 2017,Alligator Creek
dog,Enclosure,February 2017,Alligator Creek
dog,Enclosure,February 2017,Alligator Creek
dog,Noise,February 2017,Alligator Creek
dog,Attack,February 2017,Idalia
cat,Private Impound,February 2017,Idalia
dog,Private Impound,February 2017,Idalia
dog,Private Impound,February 2017,Idalia
dog,Private Impound,February 2017,Idalia
dog,Attack,February 2017,Nome
dog,Enclosure,February 2017,Nome
dog,Enclosure,February 2017,Nome
dog,Noise,February 2017,Nome
dog,Attack,February 2017,Oak Valley
dog,Attack,February 2017,Oak Valley
dog,Attack,February 2017,Oonoonba
dog,Enclosure,February 2017,Oonoonba
dog,Attack,February 2017,Railway Estate
dog,Enclosure,February 2017,Railway Estate
dog,Private Impound,February 2017,Railway Estate
dog,Private Impound,February 2017,Railway Estate
dog,Private Impound,February 2017,Railway Estate
dog,Private Impound,February 2017,Railway Estate
dog,Enclosure,February 2017,Stuart
dog,Noise,February 2017,Stuart
dog,Noise,February 2017,Stuart
dog,Noise,February 2017,Stuart
dog,Private Impound,February 2017,Stuart
dog,Aggressive Animal,February 2017,Wulguru
dog,Attack,February 2017,Wulguru
dog,Attack,February 2017,Wulguru
cat,Enclosure,February 2017,Wulguru
dog,Enclosure,February 2017,Wulguru
dog,Enclosure,February 2017,Wulguru
dog,Enclosure,February 2017,Wulguru
dog,Enclosure,February 2017,Wulguru
dog,Enclosure,February 2017,Wulguru
dog,Noise,February 2017,Wulguru
dog,Noise,February 2017,Wulguru
cat,Private Impound,February 2017,Wulguru
dog,Private Impound,February 2017,Wulguru
dog,Private Impound,February 2017,Wulguru
dog,Private Impound,February 2017,Wulguru
dog,Private Impound,February 2017,Wulguru
dog,Private Impound,February 2017,Wulguru
dog,Noise,February 2017,Burdell
dog,Noise,February 2017,Burdell
dog,Noise,February 2017,Burdell
cat,Private Impound,February 2017,Burdell
dog,Private Impound,February 2017,Burdell
dog,Private Impound,February 2017,Burdell
dog,Aggressive Animal,February 2017,Bushland Beach
dog,Noise,February 2017,Bushland Beach
dog,Noise,February 2017,Bushland Beach
dog,Private Impound,February 2017,Bushland Beach
dog,Private Impound,February 2017,Bushland Beach
dog,Aggressive Animal,February 2017,Deeragun
dog,Attack,February 2017,Deeragun
dog,Attack,February 2017,Deeragun
dog,Enclosure,February 2017,Deeragun
dog,Enclosure,February 2017,Deeragun
dog,Noise,February 2017,Deeragun
dog,Noise,February 2017,Deeragun
dog,Noise,February 2017,Deeragun
cat,Private Impound,February 2017,Deeragun
dog,Private Impound,February 2017,Deeragun
dog,Private Impound,February 2017,Deeragun
dog,Wandering,February 2017,Deeragun
dog,Wandering,February 2017,Deeragun
dog,Attack,February 2017,Mount Low
dog,Attack,February 2017,Mount Low
dog,Attack,February 2017,Mount Low
dog,Enclosure,February 2017,Mount Low
dog,Noise,February 2017,Mount Low
dog,Noise,February 2017,Mount Low
dog,Noise,February 2017,Mount Low
dog,Noise,February 2017,Mount Low
dog,Noise,February 2017,Mount Low
dog,Noise,February 2017,Mount Low
dog,Private Impound,February 2017,Mount Low
dog,Aggressive Animal,February 2017,Belgian Gardens
dog,Aggressive Animal,February 2017,Belgian Gardens
dog,Noise,February 2017,Belgian Gardens
dog,Private Impound,February 2017,Belgian Gardens
dog,Enclosure,February 2017,Garbutt
dog,Enclosure,February 2017,Garbutt
dog,Attack,February 2017,Horseshoe Bay
cat,Private Impound,February 2017,Mount Louisa
dog,Aggressive Animal,February 2017,Nelly Bay
dog,Noise,February 2017,Nelly Bay
dog,Aggressive Animal,February 2017,North Ward
dog,Aggressive Animal,February 2017,Pallarenda
dog,Aggressive Animal,February 2017,South Townsville
dog,Attack,February 2017,South Townsville
dog,Enclosure,February 2017,South Townsville
dog,Noise,February 2017,Townsville City
dog,Noise,February 2017,Townsville City
dog,Wandering,February 2017,Townsville City
dog,Aggressive Animal,February 2017,Condon
dog,Aggressive Animal,February 2017,Condon
dog,Aggressive Animal,February 2017,Condon
dog,Enclosure,February 2017,Condon
dog,Noise,February 2017,Condon
dog,Noise,February 2017,Condon
dog,Noise,February 2017,Condon
cat,Private Impound,February 2017,Condon
cat,Private Impound,February 2017,Condon
dog,Private Impound,February 2017,Condon
dog,Private Impound,February 2017,Condon
dog,Private Impound,February 2017,Condon
dog,Wandering,February 2017,Condon
dog,Aggressive Animal,February 2017,Kelso
dog,Aggressive Animal,February 2017,Kelso
dog,Attack,February 2017,Kelso
dog,Attack,February 2017,Kelso
dog,Attack,February 2017,Kelso
dog,Attack,February 2017,Kelso
dog,Enclosure,February 2017,Kelso
dog,Enclosure,February 2017,Kelso
dog,Enclosure,February 2017,Kelso
dog,Enclosure,February 2017,Kelso
dog,Enclosure,February 2017,Kelso
dog,Enclosure,February 2017,Kelso
dog,Noise,February 2017,Kelso
dog,Noise,February 2017,Kelso
dog,Noise,February 2017,Kelso
dog,Noise,February 2017,Kelso
dog,Noise,February 2017,Kelso
cat,Private Impound,February 2017,Kelso
cat,Private Impound,February 2017,Kelso
dog,Private Impound,February 2017,Kelso
dog,Private Impound,February 2017,Kelso
dog,Private Impound,February 2017,Kelso
dog,Private Impound,February 2017,Kelso
