animal_type,complaint_type,date_received,suburb
dog,Aggressive Animal,June 2020,Alice River
dog,Noise,June 2020,Alice River
dog,Noise,June 2020,Alice River
dog,Private Impound,June 2020,Alice River
dog,Wandering,June 2020,Alice River
dog,Attack,June 2020,Black River
dog,Enclosure,June 2020,Black River
dog,Wandering,June 2020,Black River
dog,Enclosure,June 2020,Bluewater
dog,Enclosure,June 2020,Bluewater
dog,Noise,June 2020,Bluewater Park
dog,Noise,June 2020,Bohle Plains
dog,Noise,June 2020,Bohle Plains
dog,Noise,June 2020,Bohle Plains
dog,Noise,June 2020,Bohle Plains
cat,Private Impound,June 2020,Bohle Plains
dog,Private Impound,June 2020,Bohle Plains
dog,Aggressive Animal,June 2020,Deeragun
dog,Aggressive Animal,June 2020,Deeragun
dog,Aggressive Animal,June 2020,Deeragun
dog,Attack,June 2020,Deeragun
dog,Attack,June 2020,Deeragun
dog,Enclosure,June 2020,Deeragun
dog,Enclosure,June 2020,Deeragun
dog,Noise,June 2020,Deeragun
dog,Noise,June 2020,Deeragun
dog,Noise,June 2020,Deeragun
dog,Noise,June 2020,Deeragun
dog,Noise,June 2020,Deeragun
dog,Noise,June 2020,Deeragun
cat,Private Impound,June 2020,Deeragun
cat,Private Impound,June 2020,Deeragun
cat,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Private Impound,June 2020,Deeragun
dog,Wandering,June 2020,Deeragun
dog,Wandering,June 2020,Rollingstone
dog,Wandering,June 2020,Rollingstone
dog,Noise,June 2020,Shaw
dog,Wandering,June 2020,Shaw
dog,Wandering,June 2020,Shaw
dog,Noise,June 2020,Toolakea
dog,Noise,June 2020,Toolakea
dog,Enclosure,June 2020,Yabulu
dog,Private Impound,June 2020,Yabulu
dog,Private Impound,June 2020,Yabulu
dog,Wandering,June 2020,Alligator Creek
dog,Attack,June 2020,Cluden
dog,Wandering,June 2020,Cluden
dog,Wandering,June 2020,Cluden
dog,Noise,June 2020,Idalia
dog,Wandering,June 2020,Idalia
dog,Wandering,June 2020,Idalia
dog,Private Impound,June 2020,Murray
dog,Enclosure,June 2020,Oonoonba
dog,Enclosure,June 2020,Oonoonba
dog,Noise,June 2020,Oonoonba
dog,Noise,June 2020,Oonoonba
dog,Noise,June 2020,Oonoonba
dog,Noise,June 2020,Oonoonba
dog,Noise,June 2020,Oonoonba
dog,Aggressive Animal,June 2020,Railway Estate
dog,Attack,June 2020,Railway Estate
dog,Attack,June 2020,Railway Estate
dog,Attack,June 2020,Railway Estate
dog,Enclosure,June 2020,Railway Estate
dog,Enclosure,June 2020,Railway Estate
dog,Enclosure,June 2020,Railway Estate
dog,Noise,June 2020,Railway Estate
dog,Attack,June 2020,Reid River
dog,Attack,June 2020,Stuart
dog,Wandering,June 2020,Stuart
dog,Wandering,June 2020,Stuart
dog,Aggressive Animal,June 2020,Wulguru
dog,Aggressive Animal,June 2020,Wulguru
dog,Attack,June 2020,Wulguru
dog,Attack,June 2020,Wulguru
dog,Attack,June 2020,Wulguru
dog,Enclosure,June 2020,Wulguru
dog,Enclosure,June 2020,Wulguru
dog,Enclosure,June 2020,Wulguru
dog,Noise,June 2020,Wulguru
dog,Noise,June 2020,Wulguru
dog,Noise,June 2020,Wulguru
cat,Private Impound,June 2020,Wulguru
dog,Private Impound,June 2020,Wulguru
dog,Private Impound,June 2020,Wulguru
dog,Private Impound,June 2020,Wulguru
dog,Private Impound,June 2020,Wulguru
dog,Private Impound,June 2020,Wulguru
dog,Private Impound,June 2020,Wulguru
dog,Wandering,June 2020,Wulguru
dog,Wandering,June 2020,Wulguru
dog,Attack,June 2020,Black River
dog,Enclosure,June 2020,Black River
dog,Noise,June 2020,Black River
dog,Wandering,June 2020,Black River
dog,Wandering,June 2020,Black River
dog,Aggressive Animal,June 2020,Burdell
dog,Aggressive Animal,June 2020,Burdell
dog,Enclosure,June 2020,Burdell
dog,Enclosure,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
dog,Noise,June 2020,Burdell
cat,Private Impound,June 2020,Burdell
cat,Private Impound,June 2020,Burdell
dog,Private Impound,June 2020,Burdell
dog,Wandering,June 2020,Burdell
dog,Wandering,June 2020,Burdell
dog,Attack,June 2020,Bushland Beach
dog,Attack,June 2020,Bushland Beach
cat,Enclosure,June 2020,Bushland Beach
cat,Enclosure,June 2020,Bushland Beach
dog,Enclosure,June 2020,Bushland Beach
dog,Enclosure,June 2020,Bushland Beach
dog,Enclosure,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Noise,June 2020,Bushland Beach
dog,Private Impound,June 2020,Bushland Beach
dog,Aggressive Animal,June 2020,Mount Low
dog,Aggressive Animal,June 2020,Mount Low
dog,Aggressive Animal,June 2020,Mount Low
dog,Aggressive Animal,June 2020,Mount Low
dog,Attack,June 2020,Mount Low
cat,Enclosure,June 2020,Mount Low
cat,Enclosure,June 2020,Mount Low
cat,Enclosure,June 2020,Mount Low
cat,Enclosure,June 2020,Mount Low
dog,Enclosure,June 2020,Mount Low
dog,Enclosure,June 2020,Mount Low
dog,Enclosure,June 2020,Mount Low
dog,Enclosure,June 2020,Mount Low
dog,Enclosure,June 2020,Mount Low
dog,Noise,June 2020,Mount Low
dog,Noise,June 2020,Mount Low
dog,Noise,June 2020,Mount Low
dog,Noise,June 2020,Mount Low
dog,Private Impound,June 2020,Mount Low
dog,Private Impound,June 2020,Mount Low
dog,Wandering,June 2020,Mount Low
dog,Wandering,June 2020,Mount Low
dog,Wandering,June 2020,Arcadia
dog,Enclosure,June 2020,Belgian Gardens
dog,Private Impound,June 2020,Belgian Gardens
dog,Private Impound,June 2020,Belgian Gardens
dog,Private Impound,June 2020,Belgian Gardens
dog,Wandering,June 2020,Belgian Gardens
dog,Aggressive Animal,June 2020,Castle Hill
dog,Aggressive Animal,June 2020,Garbutt
dog,Aggressive Animal,June 2020,Garbutt
dog,Attack,June 2020,Garbutt
dog,Attack,June 2020,Garbutt
dog,Attack,June 2020,Garbutt
dog,Attack,June 2020,Garbutt
dog,Enclosure,June 2020,Garbutt
dog,Noise,June 2020,Garbutt
dog,Noise,June 2020,Garbutt
dog,Noise,June 2020,Garbutt
dog,Noise,June 2020,Garbutt
dog,Wandering,June 2020,Garbutt
dog,Enclosure,June 2020,Mount St John
dog,Wandering,June 2020,Mount St John
dog,Enclosure,June 2020,Nelly Bay
dog,Wandering,June 2020,Nelly Bay
dog,Aggressive Animal,June 2020,North Ward
dog,Enclosure,June 2020,North Ward
dog,Noise,June 2020,North Ward
dog,Wandering,June 2020,North Ward
dog,Wandering,June 2020,North Ward
dog,Wandering,June 2020,North Ward
dog,Noise,June 2020,Pallarenda
dog,Noise,June 2020,Pallarenda
dog,Noise,June 2020,Pallarenda
dog,Noise,June 2020,Pallarenda
dog,Wandering,June 2020,Pallarenda
dog,Aggressive Animal,June 2020,South Townsville
dog,Attack,June 2020,South Townsville
dog,Enclosure,June 2020,South Townsville
dog,Enclosure,June 2020,South Townsville
dog,Noise,June 2020,South Townsville
dog,Wandering,June 2020,South Townsville
dog,Wandering,June 2020,South Townsville
dog,Wandering,June 2020,South Townsville
dog,Noise,June 2020,Townsville City
dog,Noise,June 2020,Townsville City
dog,Noise,June 2020,Townsville City
dog,Aggressive Animal,June 2020,Condon
dog,Aggressive Animal,June 2020,Condon
dog,Aggressive Animal,June 2020,Condon
dog,Aggressive Animal,June 2020,Condon
dog,Attack,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Enclosure,June 2020,Condon
dog,Noise,June 2020,Condon
dog,Noise,June 2020,Condon
cat,Private Impound,June 2020,Condon
dog,Private Impound,June 2020,Condon
dog,Private Impound,June 2020,Condon
dog,Private Impound,June 2020,Condon
dog,Wandering,June 2020,Condon
dog,Aggressive Animal,June 2020,Kelso
dog,Aggressive Animal,June 2020,Kelso
dog,Aggressive Animal,June 2020,Kelso
dog,Aggressive Animal,June 2020,Kelso
dog,Aggressive Animal,June 2020,Kelso
dog,Attack,June 2020,Kelso
dog,Attack,June 2020,Kelso
dog,Attack,June 2020,Kelso
dog,Attack,June 2020,Kelso
dog,Attack,June 2020,Kelso
dog,Enclosure,June 2020,Kelso
dog,Enclosure,June 2020,Kelso
dog,Enclosure,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
dog,Noise,June 2020,Kelso
cat,Private Impound,June 2020,Kelso
dog,Private Impound,June 2020,Kelso
dog,Private Impound,June 2020,Kelso
dog,Private Impound,June 2020,Kelso
dog,Private Impound,June 2020,Kelso
dog,Wandering,June 2020,Kelso
dog,Wandering,June 2020,Kelso
dog,Wandering,June 2020,Kelso
dog,Aggressive Animal,June 2020,Rasmussen
dog,Aggressive Animal,June 2020,Rasmussen
dog,Aggressive Animal,June 2020,Rasmussen
dog,Aggressive Animal,June 2020,Rasmussen
dog,Aggressive Animal,June 2020,Rasmussen
dog,Aggressive Animal,June 2020,Rasmussen
dog,Attack,June 2020,Rasmussen
dog,Attack,June 2020,Rasmussen
dog,Attack,June 2020,Rasmussen
dog,Attack,June 2020,Rasmussen
cat,Enclosure,June 2020,Rasmussen
dog,Enclosure,June 2020,Rasmussen
dog,Enclosure,June 2020,Rasmussen
dog,Enclosure,June 2020,Rasmussen
dog,Enclosure,June 2020,Rasmussen
dog,Enclosure,June 2020,Rasmussen
dog,Enclosure,June 2020,Rasmussen
dog,Noise,June 2020,Rasmussen
dog,Noise,June 2020,Rasmussen
dog,Noise,June 2020,Rasmussen
dog,Noise,June 2020,Rasmussen
dog,Noise,June 2020,Rasmussen
dog,Noise,June 2020,Rasmussen
dog,Private Impound,June 2020,Rasmussen
dog,Private Impound,June 2020,Rasmussen
dog,Wandering,June 2020,Rasmussen
dog,Wandering,June 2020,Rasmussen
dog,Wandering,June 2020,Rasmussen
dog,Aggressive Animal,June 2020,Cranbrook
dog,Aggressive Animal,June 2020,Cranbrook
dog,Aggressive Animal,June 2020,Cranbrook
dog,Aggressive Animal,June 2020,Cranbrook
cat,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Noise,June 2020,Cranbrook
cat,Private Impound,June 2020,Cranbrook
dog,Private Impound,June 2020,Cranbrook
dog,Wandering,June 2020,Cranbrook
dog,Aggressive Animal,June 2020,Kirwan
dog,Aggressive Animal,June 2020,Kirwan
dog,Aggressive Animal,June 2020,Kirwan
dog,Aggressive Animal,June 2020,Kirwan
dog,Aggressive Animal,June 2020,Kirwan
dog,Attack,June 2020,Kirwan
cat,Enclosure,June 2020,Kirwan
cat,Enclosure,June 2020,Kirwan
cat,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
cat,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Attack,June 2020,Mount Louisa
dog,Attack,June 2020,Mount Louisa
dog,Enclosure,June 2020,Mount Louisa
dog,Noise,June 2020,Mount Louisa
dog,Private Impound,June 2020,Mount Louisa
dog,Aggressive Animal,June 2020,Thuringowa Central
dog,Enclosure,June 2020,Thuringowa Central
dog,Enclosure,June 2020,Thuringowa Central
dog,Enclosure,June 2020,Thuringowa Central
dog,Enclosure,June 2020,Thuringowa Central
dog,Noise,June 2020,Thuringowa Central
dog,Noise,June 2020,Thuringowa Central
dog,Noise,June 2020,Thuringowa Central
dog,Noise,June 2020,Thuringowa Central
dog,Noise,June 2020,Thuringowa Central
cat,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Aggressive Animal,June 2020,Annandale
dog,Aggressive Animal,June 2020,Annandale
dog,Attack,June 2020,Annandale
dog,Enclosure,June 2020,Annandale
dog,Noise,June 2020,Annandale
dog,Noise,June 2020,Annandale
dog,Noise,June 2020,Annandale
dog,Noise,June 2020,Annandale
cat,Private Impound,June 2020,Annandale
dog,Private Impound,June 2020,Annandale
dog,Private Impound,June 2020,Annandale
dog,Wandering,June 2020,Annandale
dog,Aggressive Animal,June 2020,Condon
cat,Enclosure,June 2020,Condon
dog,Noise,June 2020,Condon
dog,Noise,June 2020,Condon
dog,Private Impound,June 2020,Condon
dog,Private Impound,June 2020,Condon
dog,Enclosure,June 2020,Douglas
dog,Noise,June 2020,Douglas
dog,Noise,June 2020,Douglas
dog,Noise,June 2020,Douglas
dog,Noise,June 2020,Douglas
dog,Noise,June 2020,Douglas
cat,Private Impound,June 2020,Douglas
cat,Private Impound,June 2020,Douglas
cat,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Private Impound,June 2020,Douglas
dog,Wandering,June 2020,Douglas
dog,Wandering,June 2020,Douglas
dog,Wandering,June 2020,Douglas
cat,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Private Impound,June 2020,Thuringowa Central
dog,Wandering,June 2020,Thuringowa Central
dog,Aggressive Animal,June 2020,Cosgrove
dog,Aggressive Animal,June 2020,Cosgrove
dog,Enclosure,June 2020,Cosgrove
dog,Noise,June 2020,Cosgrove
dog,Noise,June 2020,Cosgrove
dog,Noise,June 2020,Cosgrove
cat,Private Impound,June 2020,Cosgrove
cat,Private Impound,June 2020,Cosgrove
dog,Aggressive Animal,June 2020,Heatley
dog,Aggressive Animal,June 2020,Heatley
dog,Aggressive Animal,June 2020,Heatley
dog,Attack,June 2020,Heatley
dog,Attack,June 2020,Heatley
cat,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Enclosure,June 2020,Heatley
dog,Noise,June 2020,Heatley
dog,Noise,June 2020,Heatley
dog,Noise,June 2020,Heatley
dog,Noise,June 2020,Heatley
dog,Wandering,June 2020,Heatley
dog,Wandering,June 2020,Heatley
dog,Wandering,June 2020,Heatley
dog,Wandering,June 2020,Heatley
dog,Wandering,June 2020,Heatley
dog,Aggressive Animal,June 2020,Kirwan
dog,Attack,June 2020,Kirwan
dog,Attack,June 2020,Kirwan
cat,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Enclosure,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
dog,Noise,June 2020,Kirwan
cat,Private Impound,June 2020,Kirwan
cat,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Private Impound,June 2020,Kirwan
dog,Aggressive Animal,June 2020,Mount Louisa
dog,Aggressive Animal,June 2020,Mount Louisa
dog,Enclosure,June 2020,Mount Louisa
dog,Enclosure,June 2020,Mount Louisa
dog,Noise,June 2020,Mount Louisa
dog,Noise,June 2020,Mount Louisa
dog,Noise,June 2020,Mount Louisa
dog,Noise,June 2020,Mount Louisa
dog,Noise,June 2020,Mount Louisa
dog,Private Impound,June 2020,Mount Louisa
dog,Aggressive Animal,June 2020,Aitkenvale
dog,Aggressive Animal,June 2020,Aitkenvale
dog,Aggressive Animal,June 2020,Aitkenvale
dog,Attack,June 2020,Aitkenvale
dog,Enclosure,June 2020,Aitkenvale
dog,Enclosure,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
dog,Noise,June 2020,Aitkenvale
cat,Private Impound,June 2020,Aitkenvale
cat,Private Impound,June 2020,Aitkenvale
dog,Wandering,June 2020,Aitkenvale
dog,Wandering,June 2020,Aitkenvale
dog,Aggressive Animal,June 2020,Cranbrook
cat,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Enclosure,June 2020,Cranbrook
dog,Noise,June 2020,Cranbrook
dog,Noise,June 2020,Cranbrook
dog,Noise,June 2020,Cranbrook
dog,Noise,June 2020,Cranbrook
dog,Enclosure,June 2020,Currajong
dog,Noise,June 2020,Currajong
cat,Private Impound,June 2020,Currajong
cat,Private Impound,June 2020,Currajong
cat,Private Impound,June 2020,Currajong
cat,Private Impound,June 2020,Currajong
dog,Private Impound,June 2020,Currajong
dog,Private Impound,June 2020,Currajong
dog,Private Impound,June 2020,Currajong
dog,Private Impound,June 2020,Currajong
dog,Private Impound,June 2020,Currajong
dog,Attack,June 2020,Gulliver
cat,Enclosure,June 2020,Gulliver
dog,Enclosure,June 2020,Gulliver
dog,Enclosure,June 2020,Gulliver
dog,Enclosure,June 2020,Gulliver
dog,Enclosure,June 2020,Gulliver
dog,Enclosure,June 2020,Gulliver
dog,Enclosure,June 2020,Gulliver
dog,Noise,June 2020,Gulliver
dog,Noise,June 2020,Gulliver
dog,Private Impound,June 2020,Gulliver
dog,Attack,June 2020,Mundingburra
dog,Enclosure,June 2020,Mundingburra
dog,Noise,June 2020,Mundingburra
dog,Private Impound,June 2020,Mundingburra
dog,Aggressive Animal,June 2020,Vincent
dog,Aggressive Animal,June 2020,Vincent
dog,Aggressive Animal,June 2020,Vincent
dog,Aggressive Animal,June 2020,Vincent
dog,Attack,June 2020,Vincent
dog,Attack,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Enclosure,June 2020,Vincent
dog,Noise,June 2020,Vincent
dog,Noise,June 2020,Vincent
dog,Noise,June 2020,Vincent
dog,Private Impound,June 2020,Vincent
dog,Private Impound,June 2020,Vincent
dog,Wandering,June 2020,Vincent
dog,Wandering,June 2020,Vincent
dog,Wandering,June 2020,Vincent
dog,Wandering,June 2020,Currajong
dog,Aggressive Animal,June 2020,Hermit Park
cat,Enclosure,June 2020,Hermit Park
dog,Enclosure,June 2020,Hermit Park
dog,Enclosure,June 2020,Hermit Park
dog,Noise,June 2020,Hermit Park
dog,Noise,June 2020,Hermit Park
dog,Wandering,June 2020,Hermit Park
dog,Aggressive Animal,June 2020,Hyde Park
dog,Attack,June 2020,Hyde Park
cat,Private Impound,June 2020,Hyde Park
cat,Private Impound,June 2020,Hyde Park
cat,Private Impound,June 2020,Hyde Park
dog,Private Impound,June 2020,Hyde Park
dog,Aggressive Animal,June 2020,Mundingburra
dog,Aggressive Animal,June 2020,Mundingburra
dog,Enclosure,June 2020,Mundingburra
dog,Wandering,June 2020,Mundingburra
cat,Private Impound,June 2020,Mysterton
dog,Private Impound,June 2020,Mysterton
dog,Private Impound,June 2020,Mysterton
dog,Noise,June 2020,Pimlico
dog,Noise,June 2020,Pimlico
dog,Noise,June 2020,Pimlico
dog,Noise,June 2020,Pimlico
dog,Aggressive Animal,June 2020,Railway Estate
dog,Enclosure,June 2020,Railway Estate
cat,Private Impound,June 2020,Railway Estate
cat,Private Impound,June 2020,Railway Estate
dog,Private Impound,June 2020,Railway Estate
dog,Wandering,June 2020,Railway Estate
dog,Enclosure,June 2020,Rosslea
dog,Noise,June 2020,Rosslea
dog,Private Impound,June 2020,Rosslea
cat,Private Impound,June 2020,Townsville City
dog,Private Impound,June 2020,Townsville City
cat,Enclosure,June 2020,West End
dog,Enclosure,June 2020,West End
dog,Noise,June 2020,West End
dog,Noise,June 2020,West End
dog,Noise,June 2020,West End
dog,Private Impound,June 2020,West End
dog,Wandering,June 2020,West End
dog,Wandering,June 2020,West End
dog,Aggressive Animal,June 2020,Condon
dog,Wandering,June 2020,Condon
dog,Wandering,June 2020,Condon
dog,Wandering,June 2020,Cranbrook
dog,Wandering,June 2020,Cranbrook
dog,Attack,June 2020,Kirwan
dog,Wandering,June 2020,Kirwan
dog,Wandering,June 2020,Kirwan
dog,Wandering,June 2020,Kirwan
dog,Aggressive Animal,June 2020,Mount Louisa
dog,Wandering,June 2020,Railway Estate
dog,Wandering,June 2020,Townsville City
dog,Attack,June 2020,Unallocated
dog,Wandering,June 2020,Unallocated
dog,Wandering,June 2020,Unallocated
dog,Wandering,June 2020,Unallocated
dog,Aggressive Animal,May 2020,Alice River
dog,Aggressive Animal,May 2020,Alice River
dog,Attack,May 2020,Alice River
dog,Enclosure,May 2020,Alice River
dog,Enclosure,May 2020,Alice River
dog,Noise,May 2020,Alice River
dog,Wandering,May 2020,Alice River
dog,Attack,May 2020,Balgal Beach
dog,Attack,May 2020,Balgal Beach
dog,Aggressive Animal,May 2020,Black River
dog,Noise,May 2020,Black River
dog,Wandering,May 2020,Bluewater
cat,Private Impound,May 2020,Bluewater Park
dog,Noise,May 2020,Bohle Plains
dog,Noise,May 2020,Bohle Plains
cat,Private Impound,May 2020,Bohle Plains
cat,Private Impound,May 2020,Bohle Plains
dog,Aggressive Animal,May 2020,Deeragun
dog,Aggressive Animal,May 2020,Deeragun
dog,Enclosure,May 2020,Deeragun
dog,Enclosure,May 2020,Deeragun
dog,Enclosure,May 2020,Deeragun
dog,Enclosure,May 2020,Deeragun
dog,Enclosure,May 2020,Deeragun
dog,Noise,May 2020,Deeragun
dog,Noise,May 2020,Deeragun
dog,Noise,May 2020,Deeragun
dog,Noise,May 2020,Deeragun
dog,Noise,May 2020,Deeragun
cat,Private Impound,May 2020,Deeragun
cat,Private Impound,May 2020,Deeragun
dog,Private Impound,May 2020,Deeragun
dog,Private Impound,May 2020,Deeragun
dog,Private Impound,May 2020,Deeragun
dog,Wandering,May 2020,Deeragun
dog,Wandering,May 2020,Deeragun
dog,Wandering,May 2020,Deeragun
dog,Wandering,May 2020,Deeragun
dog,Aggressive Animal,May 2020,Jensen
dog,Attack,May 2020,Jensen
dog,Enclosure,May 2020,Jensen
dog,Enclosure,May 2020,Jensen
dog,Private Impound,May 2020,Jensen
dog,Attack,May 2020,Rangewood
dog,Noise,May 2020,Shaw
dog,Noise,May 2020,Shaw
dog,Attack,May 2020,Toolakea
dog,Aggressive Animal,May 2020,Yabulu
dog,Aggressive Animal,May 2020,Yabulu
dog,Attack,May 2020,Yabulu
dog,Enclosure,May 2020,Yabulu
dog,Wandering,May 2020,Yabulu
dog,Wandering,May 2020,Yabulu
dog,Aggressive Animal,May 2020,Alligator Creek
dog,Aggressive Animal,May 2020,Alligator Creek
dog,Attack,May 2020,Alligator Creek
dog,Enclosure,May 2020,Alligator Creek
dog,Aggressive Animal,May 2020,Cluden
dog,Enclosure,May 2020,Cluden
dog,Noise,May 2020,Cluden
dog,Private Impound,May 2020,Cluden
dog,Aggressive Animal,May 2020,Idalia
dog,Aggressive Animal,May 2020,Idalia
dog,Enclosure,May 2020,Idalia
dog,Noise,May 2020,Idalia
dog,Noise,May 2020,Idalia
cat,Private Impound,May 2020,Idalia
cat,Private Impound,May 2020,Idalia
cat,Private Impound,May 2020,Idalia
cat,Private Impound,May 2020,Idalia
cat,Private Impound,May 2020,Idalia
dog,Private Impound,May 2020,Idalia
dog,Private Impound,May 2020,Idalia
dog,Wandering,May 2020,Idalia
dog,Wandering,May 2020,Idalia
dog,Attack,May 2020,Nome
dog,Attack,May 2020,Nome
dog,Wandering,May 2020,Oak Valley
dog,Attack,May 2020,Oonoonba
dog,Attack,May 2020,Oonoonba
dog,Enclosure,May 2020,Oonoonba
dog,Enclosure,May 2020,Oonoonba
dog,Noise,May 2020,Oonoonba
cat,Private Impound,May 2020,Oonoonba
dog,Private Impound,May 2020,Oonoonba
dog,Wandering,May 2020,Oonoonba
dog,Wandering,May 2020,Oonoonba
dog,Aggressive Animal,May 2020,Railway Estate
dog,Attack,May 2020,Railway Estate
dog,Attack,May 2020,Railway Estate
dog,Attack,May 2020,Railway Estate
dog,Enclosure,May 2020,Railway Estate
dog,Noise,May 2020,Railway Estate
dog,Private Impound,May 2020,Railway Estate
dog,Enclosure,May 2020,Stuart
dog,Private Impound,May 2020,Stuart
dog,Aggressive Animal,May 2020,Wulguru
dog,Aggressive Animal,May 2020,Wulguru
dog,Aggressive Animal,May 2020,Wulguru
