animal_type,category,suburb,total
Other Animal,Too Many Animals,CARINA HEIGHTS,1
Other Animal,Too Many Animals,CARSELDINE,1
Other Animal,Too Many Animals,CHERMSIDE,2
Other Animal,Too Many Animals,CHERMSIDE WEST,1
Other Animal,Too Many Animals,DARRA,4
Other Animal,Too Many Animals,DEAGON,1
Other Animal,Too Many Animals,DURACK,1
Other Animal,Too Many Animals,DUTTON PARK,2
Other Animal,Too Many Animals,EAST BRISBANE,1
Other Animal,Too Many Animals,ELLEN GROVE,6
Other Animal,Too Many Animals,EVERTON PARK,1
Other Animal,Too Many Animals,FIG TREE POCKET,2
Other Animal,Too Many Animals,FOREST LAKE,2
Other Animal,Too Many Animals,GAYTHORNE,1
Other Animal,Too Many Animals,GEEBUNG,1
Other Animal,Too Many Animals,GREENSLOPES,2
Other Animal,Too Many Animals,HIGHGATE HILL,1
Other Animal,Too Many Animals,HOLLAND PARK,1
Other Animal,Too Many Animals,HOLLAND PARK WEST,1
Other Animal,Too Many Animals,INALA,2
Other Animal,Too Many Animals,JAMBOREE HEIGHTS,1
Other Animal,Too Many Animals,KENMORE,1
Other Animal,Too Many Animals,KEPERRA,3
Other Animal,Too Many Animals,KHOLO,1
Other Animal,Too Many Animals,KURABY,1
Other Animal,Too Many Animals,LOTA,1
Other Animal,Too Many Animals,MCDOWALL,1
Other Animal,Too Many Animals,MITCHELTON,1
Other Animal,Too Many Animals,MOUNT CROSBY,1
Other Animal,Too Many Animals,MOUNT GRAVATT EAST,4
Other Animal,Too Many Animals,MOUNT OMMANEY,1
Other Animal,Too Many Animals,NORTHGATE,1
Other Animal,Too Many Animals,PALLARA,1
Other Animal,Too Many Animals,ROBERTSON,1
Other Animal,Too Many Animals,RUNCORN,1
Other Animal,Too Many Animals,SALISBURY,2
Other Animal,Too Many Animals,SEVENTEEN MILE ROCKS,1
Other Animal,Too Many Animals,STAFFORD,1
Other Animal,Too Many Animals,SUNNYBANK HILLS,1
Other Animal,Too Many Animals,TARRAGINDI,1
Other Animal,Too Many Animals,THE GAP,1
Other Animal,Too Many Animals,TINGALPA,1
Other Animal,Too Many Animals,UPPER MOUNT GRAVATT,1
Other Animal,Too Many Animals,WEST END,1
Other Animal,Too Many Animals,WESTLAKE,1
Other Animal,Too Many Animals,WINDSOR,1
Other Animal,Too Many Animals,WYNNUM WEST,2
Other Animal,Unregistered,ACACIA RIDGE,1
Other Animal,Unregistered,BELLBOWRIE,1
Other Animal,Unregistered,BRACKEN RIDGE,4
Other Animal,Unregistered,BRIDGEMAN DOWNS,1
Other Animal,Unregistered,BRIGHTON,1
Other Animal,Unregistered,BRISBANE CITY,1
Other Animal,Unregistered,BURBANK,1
Other Animal,Unregistered,CARINA,1
Other Animal,Unregistered,CHERMSIDE,1
Other Animal,Unregistered,CLAYFIELD,2
Other Animal,Unregistered,DARRA,3
Other Animal,Unregistered,DURACK,2
Other Animal,Unregistered,EIGHT MILE PLAINS,1
Other Animal,Unregistered,HEATHWOOD,1
Other Animal,Unregistered,INALA,1
Other Animal,Unregistered,KENMORE,1
Other Animal,Unregistered,KENMORE HILLS,1
Other Animal,Unregistered,KURABY,4
Other Animal,Unregistered,MANSFIELD,1
Other Animal,Unregistered,MORNINGSIDE,2
Other Animal,Unregistered,NORMAN PARK,2
Other Animal,Unregistered,PULLENVALE,1
Other Animal,Unregistered,RUNCORN,1
Other Animal,Unregistered,SANDGATE,1
Other Animal,Unregistered,SHERWOOD,1
Other Animal,Unregistered,SUNNYBANK,3
Other Animal,Unregistered,UPPER MOUNT GRAVATT,2
Other Animal,Unregistered,WAVELL HEIGHTS,1
Other Animal,Unregistered,WESTLAKE,1
Other Animal,Unregistered,WISHART,1
Other Animal,Unregistered,WOOLLOONGABBA,2
Other Animal,Wandering,ACACIA RIDGE,2
Other Animal,Wandering,ALGESTER,1
Other Animal,Wandering,ANNERLEY,2
Other Animal,Wandering,ASHGROVE,2
Other Animal,Wandering,ASPLEY,2
Other Animal,Wandering,BARDON,2
Other Animal,Wandering,BELLBOWRIE,1
Other Animal,Wandering,BRACKEN RIDGE,1
Other Animal,Wandering,BRIDGEMAN DOWNS,5
Other Animal,Wandering,BRIGHTON,1
Other Animal,Wandering,BRISBANE CITY,1
Other Animal,Wandering,BROOKFIELD,1
Other Animal,Wandering,CALAMVALE,3
Other Animal,Wandering,CARINA,1
Other Animal,Wandering,CHANDLER,1
Other Animal,Wandering,CHERMSIDE WEST,2
Other Animal,Wandering,CORINDA,1
Other Animal,Wandering,DARRA,4
Other Animal,Wandering,DOOLANDELLA,2
Other Animal,Wandering,EAST BRISBANE,1
Other Animal,Wandering,FIG TREE POCKET,2
Other Animal,Wandering,FOREST LAKE,4
Other Animal,Wandering,GEEBUNG,1
Other Animal,Wandering,GREENSLOPES,3
Other Animal,Wandering,HOLLAND PARK,3
Other Animal,Wandering,HOLLAND PARK WEST,2
Other Animal,Wandering,INALA,3
Other Animal,Wandering,KARAWATHA,2
Other Animal,Wandering,KEDRON,1
Other Animal,Wandering,KEPERRA,1
Other Animal,Wandering,KURABY,1
Other Animal,Wandering,MANLY WEST,2
Other Animal,Wandering,MCDOWALL,1
Other Animal,Wandering,MIDDLE PARK,1
Other Animal,Wandering,MILTON,1
Other Animal,Wandering,MOGGILL,2
Other Animal,Wandering,MOUNT GRAVATT EAST,2
Other Animal,Wandering,OXLEY,1
Other Animal,Wandering,PULLENVALE,1
Other Animal,Wandering,ROBERTSON,1
Other Animal,Wandering,ROCKLEA,1
Other Animal,Wandering,SALISBURY,1
Other Animal,Wandering,SANDGATE,2
Other Animal,Wandering,SPRING HILL,1
Other Animal,Wandering,TARRAGINDI,1
Other Animal,Wandering,TOOWONG,1
Other Animal,Wandering,UPPER BROOKFIELD,4
Other Animal,Wandering,UPPER KEDRON,1
Other Animal,Wandering,WAVELL HEIGHTS,1
Other Animal,Wild Dog,ACACIA RIDGE,1
Other Animal,Wild Dog,ANSTEAD,1
Other Animal,Wild Dog,ASHGROVE,2
Other Animal,Wild Dog,BALD HILLS,1
Other Animal,Wild Dog,BANYO,1
Other Animal,Wild Dog,BARDON,1
Other Animal,Wild Dog,BELLBOWRIE,1
Other Animal,Wild Dog,BRISBANE AIRPORT,2
Other Animal,Wild Dog,BROOKFIELD,20
Other Animal,Wild Dog,BURBANK,1
Other Animal,Wild Dog,CORINDA,1
Other Animal,Wild Dog,ELLEN GROVE,2
Other Animal,Wild Dog,EVERTON PARK,1
Other Animal,Wild Dog,FERNY GROVE,3
Other Animal,Wild Dog,FOREST LAKE,5
Other Animal,Wild Dog,GREENSLOPES,1
Other Animal,Wild Dog,HOLLAND PARK WEST,1
Other Animal,Wild Dog,INALA,1
Other Animal,Wild Dog,KENMORE HILLS,3
Other Animal,Wild Dog,KEPERRA,1
Other Animal,Wild Dog,KHOLO,23
Other Animal,Wild Dog,LAKE MANCHESTER,2
Other Animal,Wild Dog,MACGREGOR,1
Other Animal,Wild Dog,MCDOWALL,1
Other Animal,Wild Dog,MIDDLE PARK,1
Other Animal,Wild Dog,MITCHELTON,2
Other Animal,Wild Dog,MOGGILL,7
Other Animal,Wild Dog,MOUNT COOT-THA,6
Other Animal,Wild Dog,MOUNT CROSBY,4
Other Animal,Wild Dog,MOUNT GRAVATT EAST,1
Other Animal,Wild Dog,NUDGEE,1
Other Animal,Wild Dog,PINJARRA HILLS,2
Other Animal,Wild Dog,PULLENVALE,21
Other Animal,Wild Dog,RIVERHILLS,6
Other Animal,Wild Dog,ROCKLEA,1
Other Animal,Wild Dog,SINNAMON PARK,1
Other Animal,Wild Dog,SUMNER,3
Other Animal,Wild Dog,SUNNYBANK HILLS,1
Other Animal,Wild Dog,THE GAP,11
Other Animal,Wild Dog,TOOWONG,1
Other Animal,Wild Dog,UPPER BROOKFIELD,56
Other Animal,Wild Dog,UPPER KEDRON,4
Other Animal,Wild Dog,WACOL,11
Other Animal,Wild Dog,WISHART,1
Other Animal,Wild Dog,WYNNUM,1
Other Animal,Wild Dog,WYNNUM WEST,1
